,ID,Position,League,Name,Team,App,Mins,Assists,Shots,shotsOnTarget,Goals,xG,npxG,xA,Tackles,Clearances,Interceptions,aerialsWon,Blocks,duelsWon,Passes,accuratePasses,longBalls,Crosses,bigChancesCreated,keyPasses,Saves,goalsPer90,assistsPer90,g+a,g+aPer90,shotsPer90,shotsOnTargetPer90,duelsWonPer90,passesPer90,accuratePassesPer90,longBallsPer90,crossesPer90,bigChancesCreatedPer90,keyPassesPer90,tacklesPer90,clearancesPer90,interceptionsPer90,aerialsWonPer90,blocksPer90,savesPer90,xgPer90,npxgPer90,xaPer90,passAccuracy,scoreGoalScoring,scoreAssisting,scorePassing,scoreDefending,scoreDuels,scoreGoalkeeping,scoreRaw,scoreFinal,playerProfile
1076,1246,Forward,LaLiga,G. Moreno,Villarreal,21,717,2,26.0,12,3,4.15,1.85,1.91,7,7,2,17,5,53,291,232,28,10,7,17,0.0,0.38,0.25,5,0.63,3.26,1.51,6.65,36.53,29.12,3.51,1.26,0.88,2.13,0.88,0.88,0.25,2.13,0.63,0.0,0.52,0.23,0.24,79.73,90.0,93.09,75.61,58.67,76.77,,85.88,99.77,Creative Forward
1077,1247,Forward,LaLiga,A. Sørloth,Atlético Madrid,37,1560,2,79.0,42,20,16.99,16.16,0.69,9,28,1,98,14,134,348,228,5,5,2,13,0.0,1.15,0.12,22,1.27,4.56,2.42,7.73,20.08,13.15,0.29,0.29,0.12,0.75,0.52,1.62,0.06,5.65,0.81,0.0,0.98,0.93,0.04,65.52,98.6,35.26,26.99,35.66,90.95,,64.94,82.39,Target Man
1078,1248,Forward,LaLiga,V. Muriqi,Mallorca,29,2067,2,55.0,19,7,9.83,7.37,1.71,7,43,7,136,5,192,474,293,21,10,4,27,0.0,0.3,0.09,9,0.39,2.39,0.83,8.36,20.64,12.76,0.91,0.44,0.17,1.18,0.3,1.87,0.3,5.92,0.22,0.0,0.43,0.32,0.07,61.81,66.43,53.81,32.69,41.36,92.87,,58.98,66.59,Target Man
1079,1249,Forward,LaLiga,A. Pérez,Villarreal,30,1977,2,75.0,31,19,12.8,13.16,1.88,27,10,8,13,18,113,394,307,17,15,5,32,0.0,0.86,0.09,21,0.96,3.41,1.41,5.14,17.94,13.98,0.77,0.68,0.23,1.46,1.23,0.46,0.36,0.59,0.82,0.0,0.58,0.6,0.09,77.92,90.29,65.21,57.47,72.88,47.36,,72.68,94.13,Target Man
1080,1250,Forward,LaLiga,S. Becker,Osasuna,26,994,1,22.0,13,2,2.0,2.0,1.66,3,10,1,7,4,29,244,188,14,64,4,8,0.0,0.18,0.09,3,0.27,1.99,1.18,2.63,22.09,17.02,1.27,5.79,0.36,0.72,0.27,0.91,0.09,0.63,0.36,0.0,0.18,0.18,0.15,77.05,49.01,65.54,75.91,28.29,23.48,,54.41,53.72,Creative Forward
1083,1253,Forward,LaLiga,N. Pépé,Villarreal,28,1495,6,38.0,17,3,3.94,3.83,4.09,22,12,5,16,9,90,574,479,20,44,9,33,0.0,0.18,0.36,9,0.54,2.29,1.02,5.42,34.56,28.84,1.2,2.65,0.54,1.99,1.32,0.72,0.3,0.96,0.54,0.0,0.24,0.23,0.25,83.45,50.93,92.04,80.45,73.78,54.81,,69.22,88.26,Creative Forward
1084,1254,Forward,LaLiga,B. Mayoral,Getafe,25,1105,1,20.0,9,5,3.51,2.64,0.3,5,5,2,18,6,43,240,195,12,9,2,8,0.0,0.41,0.08,6,0.49,1.63,0.73,3.5,19.55,15.88,0.98,0.73,0.16,0.65,0.41,0.41,0.16,1.47,0.49,0.0,0.29,0.22,0.02,81.25,46.95,29.05,66.67,34.95,39.5,,43.19,27.99,Target Man
1085,1255,Forward,LaLiga,G. Guruzeta,Athletic Club,37,1847,2,59.0,19,7,6.6,6.68,0.63,16,21,9,36,10,84,400,296,24,5,2,15,0.0,0.34,0.1,9,0.44,2.87,0.93,4.09,19.49,14.42,1.17,0.24,0.1,0.73,0.78,1.02,0.44,1.75,0.49,0.0,0.32,0.33,0.03,74.0,58.01,30.47,46.97,63.03,48.78,,47.42,34.76,Target Man
1086,1256,Forward,LaLiga,U. Sadiq,Valencia,36,1049,0,25.0,7,5,3.62,3.96,0.49,12,9,2,32,7,77,216,149,4,2,1,7,0.0,0.43,0.0,5,0.43,2.14,0.6,6.61,18.53,12.78,0.34,0.17,0.09,0.6,1.03,0.77,0.17,2.75,0.6,0.0,0.31,0.34,0.04,68.98,45.91,31.43,28.97,58.74,78.37,,42.92,26.86,Target Man
1087,1257,Forward,LaLiga,B. Iglesias,Real Betis,38,1979,3,46.0,28,11,9.39,9.33,1.33,10,10,7,14,7,69,473,344,26,6,6,19,0.0,0.5,0.14,14,0.64,2.09,1.27,3.14,21.51,15.64,1.18,0.27,0.27,0.86,0.45,0.45,0.32,0.64,0.32,0.0,0.43,0.42,0.06,72.73,80.02,48.0,46.34,44.64,27.04,,58.3,64.56,Target Man
1088,1258,Forward,LaLiga,C. Ávila,Real Betis,24,687,0,20.0,10,2,1.83,1.52,0.98,8,8,2,7,4,37,197,150,19,29,5,17,0.0,0.26,0.0,2,0.26,2.62,1.31,4.85,25.81,19.65,2.49,3.8,0.66,2.23,1.05,1.05,0.26,0.92,0.52,0.0,0.24,0.2,0.13,76.14,58.51,83.65,74.84,64.55,48.85,,67.84,86.23,Creative Forward
1089,1259,Forward,LaLiga,C. Larin,Mallorca,36,1781,2,39.0,15,7,6.47,6.12,0.4,12,16,1,66,8,117,307,212,8,6,2,8,0.0,0.35,0.1,9,0.45,1.97,0.76,5.91,15.51,10.71,0.4,0.3,0.1,0.4,0.61,0.81,0.05,3.34,0.4,0.0,0.33,0.31,0.02,69.06,53.41,23.75,32.91,37.79,75.42,,42.86,26.64,Target Man
1090,1260,Forward,LaLiga,M. Oyarzabal,Real Sociedad,37,2262,3,43.0,18,9,10.26,6.68,1.77,25,13,4,33,8,88,490,364,15,10,4,15,0.0,0.36,0.12,12,0.48,1.71,0.72,3.5,19.5,14.48,0.6,0.4,0.16,0.6,0.99,0.52,0.16,1.31,0.32,0.0,0.41,0.27,0.07,74.29,60.41,42.03,44.8,55.93,38.37,,50.13,40.41,Target Man
1092,1262,Forward,LaLiga,R. Mir,Elche,23,743,2,27.0,8,1,2.98,3.04,0.47,12,9,5,12,6,33,192,141,11,7,2,4,0.0,0.12,0.24,3,0.36,3.27,0.97,4.0,23.26,17.08,1.33,0.85,0.24,0.48,1.45,1.09,0.61,1.45,0.73,0.0,0.36,0.37,0.06,73.44,64.2,40.37,56.82,84.87,44.97,,55.05,55.3,Target Man
1093,1263,Forward,LaLiga,K. Mbappé,Real Madrid,34,2915,3,161.0,85,31,25.93,19.36,6.58,8,0,1,4,39,135,1094,933,57,35,15,52,0.0,0.96,0.09,34,1.05,4.97,2.62,4.17,33.78,28.81,1.76,1.08,0.46,1.61,0.25,0.0,0.03,0.12,1.2,0.0,0.8,0.6,0.2,85.28,97.61,85.85,80.32,22.2,30.7,,81.02,99.32,Target Man
1094,1264,Forward,LaLiga,A. Danjuma,Valencia,33,1548,0,36.0,17,4,4.39,4.42,2.34,10,2,2,3,4,54,383,313,19,76,3,23,0.0,0.23,0.0,4,0.23,2.09,0.99,3.14,22.27,18.2,1.1,4.42,0.17,1.34,0.58,0.12,0.12,0.17,0.23,0.0,0.26,0.26,0.14,81.72,52.91,69.66,81.86,37.5,19.68,,58.19,63.21,Creative Forward
1095,1265,Forward,LaLiga,T. Martínez,Deportivo Alavés,36,1013,0,46.0,15,4,3.86,3.13,0.88,12,15,1,79,9,113,229,138,7,7,0,11,0.0,0.36,0.0,4,0.36,4.09,1.33,10.04,20.35,12.26,0.62,0.62,0.0,0.98,1.07,1.33,0.09,7.02,0.8,0.0,0.34,0.28,0.08,60.26,71.24,46.06,32.18,56.91,96.79,,59.67,69.3,Target Man
1096,1266,Forward,LaLiga,F. Torres,Barcelona,29,1109,6,48.0,22,10,7.95,7.96,2.62,8,4,4,5,10,40,339,263,10,17,6,19,0.0,0.81,0.49,16,1.3,3.9,1.79,3.25,27.51,21.34,0.81,1.38,0.49,1.54,0.65,0.32,0.32,0.41,0.81,0.0,0.65,0.65,0.21,77.58,94.94,85.86,62.86,51.99,24.11,,78.17,98.19,Creative Forward
1097,1267,Forward,LaLiga,V. Júnior,Real Madrid,30,2257,8,81.0,28,11,10.69,8.24,6.98,21,0,3,1,21,174,825,652,59,56,13,59,0.0,0.44,0.32,19,0.76,3.23,1.12,6.94,32.9,26.0,2.35,2.23,0.52,2.35,0.84,0.0,0.12,0.04,0.84,0.0,0.43,0.33,0.28,79.03,76.37,94.26,75.9,46.72,56.19,,78.16,97.97,Creative Forward
1098,1268,Forward,LaLiga,D. Raba,Valencia,34,1896,6,44.0,17,8,7.55,3.63,4.6,37,17,14,5,13,144,542,400,56,90,12,47,0.0,0.38,0.28,14,0.66,2.09,0.81,6.84,25.73,18.99,2.66,4.27,0.57,2.23,1.76,0.81,0.66,0.24,0.62,0.0,0.36,0.17,0.22,73.8,58.83,91.57,72.77,88.31,56.79,,72.01,92.55,Creative Forward
1099,1269,Forward,LaLiga,C. Hernández,Real Betis,16,1149,1,43.0,11,5,3.79,3.82,0.66,15,4,7,29,15,70,296,221,23,12,2,14,0.0,0.39,0.08,6,0.47,3.37,0.86,5.48,23.19,17.31,1.8,0.94,0.16,1.1,1.17,0.31,0.55,2.27,1.17,0.0,0.3,0.3,0.05,74.66,53.16,46.37,61.12,76.34,67.56,,54.92,54.4,Target Man
1100,1270,Forward,LaLiga,H. Duro,Valencia,33,2172,2,49.0,18,11,9.37,8.63,0.46,13,10,10,61,11,130,419,295,12,7,2,14,0.0,0.46,0.08,13,0.54,2.03,0.75,5.39,17.36,12.22,0.5,0.29,0.08,0.58,0.54,0.41,0.41,2.53,0.46,0.0,0.39,0.36,0.02,70.41,59.32,25.01,35.53,50.26,66.86,,45.76,32.05,Target Man
1101,1271,Forward,LaLiga,S. Camello,Rayo Vallecano,25,1138,2,32.0,9,3,4.03,4.07,1.08,9,16,4,11,9,43,253,204,4,6,5,19,0.0,0.24,0.16,5,0.4,2.53,0.71,3.4,20.01,16.13,0.32,0.47,0.4,1.5,0.71,1.27,0.32,0.87,0.71,0.0,0.32,0.32,0.09,80.63,50.47,69.42,54.67,56.6,31.87,,55.24,55.98,Target Man
1102,1272,Forward,LaLiga,Rodrygo,Real Madrid,31,1937,5,54.0,20,6,4.0,4.0,4.19,21,7,11,7,16,114,990,900,21,81,5,49,0.0,0.28,0.23,11,0.51,2.51,0.93,5.3,46.0,41.82,0.98,3.76,0.23,2.28,0.98,0.33,0.51,0.33,0.74,0.0,0.19,0.19,0.19,90.91,42.17,83.86,85.69,68.47,44.24,,62.73,77.43,Creative Forward
1103,1273,Forward,LaLiga,R. Nteka,Rayo Vallecano,33,1152,0,16.0,8,3,2.61,2.6,0.31,16,20,4,41,2,77,218,144,3,4,1,9,0.0,0.23,0.0,3,0.23,1.25,0.62,6.02,17.03,11.25,0.23,0.31,0.08,0.7,1.25,1.56,0.31,3.2,0.16,0.0,0.2,0.2,0.02,66.06,33.25,27.08,27.53,74.47,76.0,,36.88,18.51,Target Man
1104,1274,Forward,LaLiga,J. Alvarez,Atlético Madrid,37,2518,4,73.0,40,17,14.27,11.08,5.31,25,10,2,13,12,81,889,698,53,69,9,42,0.0,0.61,0.14,21,0.75,2.61,1.43,2.9,31.78,24.95,1.89,2.47,0.32,1.5,0.89,0.36,0.07,0.46,0.43,0.0,0.51,0.4,0.19,78.52,88.33,80.88,74.67,47.18,21.33,,75.29,95.49,Creative Forward
1106,1276,Forward,LaLiga,A. Barrenetxea,Real Sociedad,33,1258,3,25.0,8,1,1.64,1.64,2.47,26,13,11,7,7,72,460,356,46,54,3,16,0.0,0.07,0.21,4,0.29,1.79,0.57,5.15,32.91,25.47,3.29,3.86,0.21,1.14,1.86,0.93,0.79,0.5,0.5,0.0,0.12,0.12,0.18,77.39,25.17,73.16,77.7,90.8,46.03,,52.81,47.4,Creative Forward
1107,1277,Forward,LaLiga,R. García de Haro,Osasuna,34,765,0,25.0,12,4,3.46,3.46,0.42,13,6,0,21,5,56,159,114,9,6,1,3,0.0,0.47,0.0,4,0.47,2.94,1.41,6.59,18.71,13.41,1.06,0.71,0.12,0.35,1.53,0.71,0.0,2.47,0.59,0.0,0.41,0.41,0.05,71.7,80.41,32.53,50.46,58.32,76.98,,60.1,70.2,Target Man
1108,1278,Forward,LaLiga,I. Romero,Sevilla,32,2167,2,54.0,20,4,6.7,6.02,2.14,13,24,7,30,12,100,415,304,28,18,5,20,0.0,0.17,0.08,6,0.25,2.24,0.83,4.15,17.24,12.63,1.16,0.75,0.21,0.83,0.54,1.0,0.29,1.25,0.5,0.0,0.28,0.25,0.09,73.25,49.71,54.26,54.18,47.95,44.79,,51.16,42.66,Target Man
1109,1279,Forward,LaLiga,O. Steinn Óskarsson,Real Sociedad,25,948,0,19.0,7,3,5.1,5.2,0.44,6,11,2,31,2,45,185,103,4,7,0,5,0.0,0.28,0.0,3,0.28,1.8,0.66,4.27,17.56,9.78,0.38,0.66,0.0,0.47,0.57,1.04,0.19,2.94,0.19,0.0,0.48,0.49,0.04,55.68,64.65,24.86,28.89,43.74,57.07,,45.55,31.6,Target Man
1111,1281,Forward,LaLiga,B. Zaragoza,Celta Vigo,28,1856,6,42.0,13,1,2.7,2.68,5.13,13,8,4,2,10,111,431,313,46,104,4,36,0.0,0.05,0.29,7,0.34,2.04,0.63,5.38,20.9,15.18,2.23,5.04,0.19,1.75,0.63,0.39,0.19,0.1,0.48,0.0,0.13,0.13,0.25,72.62,27.09,83.97,71.68,44.23,43.07,,53.3,49.66,Creative Forward
1114,1284,Forward,LaLiga,C. Martín,Rayo Vallecano,36,1336,2,26.0,12,2,2.29,2.29,1.39,43,17,5,15,7,94,372,254,21,24,3,13,0.0,0.13,0.13,4,0.27,1.75,0.81,6.33,25.06,17.11,1.41,1.62,0.2,0.88,2.9,1.15,0.34,1.01,0.47,0.0,0.15,0.15,0.09,68.28,34.58,55.23,53.21,87.3,63.5,,49.1,37.92,Creative Forward
1117,1287,Forward,LaLiga,Á. Rodriguez,Elche,30,852,0,25.0,10,2,1.23,1.22,0.34,10,12,3,105,6,149,229,109,6,5,1,5,0.0,0.21,0.0,2,0.21,2.64,1.06,15.74,24.19,11.51,0.63,0.53,0.11,0.53,1.06,1.27,0.32,11.09,0.63,0.0,0.13,0.13,0.04,47.6,41.58,31.09,28.44,68.65,99.46,,43.6,28.89,Target Man
1118,1288,Forward,LaLiga,Á. Djaló,Athletic Club,29,657,0,15.0,3,1,0.83,0.83,0.61,8,3,1,11,6,46,112,80,7,14,1,4,0.0,0.14,0.0,1,0.14,2.05,0.41,6.3,15.34,10.96,0.96,1.92,0.14,0.55,1.1,0.41,0.14,1.51,0.82,0.0,0.11,0.11,0.08,71.43,21.85,44.05,55.51,59.31,68.83,,40.13,22.35,Target Man
1119,1289,Forward,LaLiga,R. Fernández,Espanyol,19,1507,0,21.0,9,6,3.47,3.56,0.53,4,26,3,36,6,74,257,187,6,2,1,8,0.0,0.36,0.0,6,0.36,1.25,0.54,4.42,15.35,11.17,0.36,0.12,0.06,0.48,0.24,1.55,0.18,2.15,0.36,0.0,0.21,0.21,0.03,72.76,32.82,25.56,35.01,33.61,55.71,,33.3,15.8,Target Man
1121,1291,Forward,LaLiga,P. Durán,Celta Vigo,37,1411,4,26.0,10,4,3.75,3.67,0.98,17,18,8,16,5,60,373,275,25,18,4,17,0.0,0.26,0.26,8,0.51,1.66,0.64,3.83,23.79,17.54,1.59,1.15,0.26,1.08,1.08,1.15,0.51,1.02,0.32,0.0,0.24,0.23,0.06,73.73,37.92,52.39,61.0,75.24,38.98,,47.7,35.89,Target Man
1124,1294,Forward,LaLiga,A. González,Sevilla,35,1372,2,46.0,21,5,4.61,4.72,2.12,8,3,5,3,15,67,331,255,14,40,4,24,0.0,0.33,0.13,7,0.46,3.02,1.38,4.4,21.71,16.73,0.92,2.62,0.26,1.57,0.52,0.2,0.33,0.2,0.98,0.0,0.3,0.31,0.14,77.04,67.52,76.35,66.24,46.79,34.06,,65.6,83.07,Creative Forward
1125,1295,Forward,LaLiga,M. Sannadi,Athletic Club,17,751,1,19.0,7,1,3.49,3.48,0.65,5,2,1,14,3,62,153,115,9,6,3,7,0.0,0.12,0.12,2,0.24,2.28,0.84,7.43,18.34,13.78,1.08,0.72,0.36,0.84,0.6,0.24,0.12,1.68,0.36,0.0,0.42,0.42,0.08,75.16,65.98,55.82,56.61,38.67,76.93,,61.26,72.91,Target Man
1132,1302,Goalkeeper,LaLiga,Ø. Nyland,Sevilla,34,2674,0,0.0,0,0,0.0,0.0,0.04,3,24,0,9,0,12,887,525,501,0,2,4,74.0,0.0,0.0,0,0.0,0.0,0.0,0.4,29.85,17.67,16.86,0.0,0.07,0.13,0.1,0.81,0.0,0.3,0.0,2.49,0.0,0.0,0.0,59.19,,,,,,63.57,44.5,64.11,Goalkeeper
1133,1303,Goalkeeper,LaLiga,W. Szczęsny,Barcelona,29,1350,0,0.0,0,0,0.0,0.0,0.0,1,23,0,1,0,3,391,342,81,0,0,0,21.0,0.0,0.0,0,0.0,0.0,0.0,0.2,26.07,22.8,5.4,0.0,0.0,0.0,0.07,1.53,0.0,0.07,0.0,1.4,0.0,0.0,0.0,87.47,,,,,,41.76,29.23,38.33,Sweeper Keeper
1134,1304,Goalkeeper,LaLiga,Adrián,Real Betis,38,1710,0,0.0,0,0,0.0,0.0,0.0,0,30,0,4,0,6,525,385,234,0,0,0,50.0,0.0,0.0,0,0.0,0.0,0.0,0.32,27.63,20.26,12.32,0.0,0.0,0.0,0.0,1.58,0.0,0.21,0.0,2.63,0.0,0.0,0.0,73.33,,,,,,63.4,44.38,63.41,Sweeper Keeper
1135,1305,Goalkeeper,LaLiga,J. Oblak,Atlético Madrid,36,3240,0,0.0,0,0,0.0,0.0,0.0,0,25,0,4,0,7,764,583,321,0,0,0,86.0,0.0,0.0,0,0.0,0.0,0.0,0.19,21.22,16.19,8.92,0.0,0.0,0.0,0.0,0.69,0.0,0.11,0.0,2.39,0.0,0.0,0.0,76.31,,,,,,53.28,37.29,48.43,Sweeper Keeper
1136,1306,Goalkeeper,LaLiga,T. Courtois,Real Madrid,32,2700,0,0.0,0,0,0.0,0.0,0.01,0,24,1,9,0,10,846,679,243,0,1,1,77.0,0.0,0.0,0,0.0,0.0,0.0,0.33,28.2,22.63,8.1,0.0,0.03,0.03,0.0,0.8,0.03,0.3,0.0,2.57,0.0,0.0,0.0,80.26,,,,,,66.62,46.63,67.77,Sweeper Keeper
1137,1307,Goalkeeper,LaLiga,M. Dmitrović,Espanyol,38,2880,0,0.0,0,0,0.0,0.0,0.03,1,48,0,15,0,21,933,358,782,0,0,1,104.0,0.0,0.0,0,0.0,0.0,0.0,0.66,29.16,11.19,24.44,0.0,0.0,0.03,0.03,1.5,0.0,0.47,0.0,3.25,0.0,0.0,0.0,38.37,,,,,,85.1,59.57,91.99,Goalkeeper
1140,1310,Goalkeeper,LaLiga,R. Silva,Real Betis,15,1350,0,0.0,0,0,0.0,0.0,0.02,0,8,0,2,0,4,452,342,164,0,0,2,37.0,0.0,0.0,0,0.0,0.0,0.0,0.27,30.13,22.8,10.93,0.0,0.0,0.13,0.0,0.53,0.0,0.13,0.0,2.47,0.0,0.0,0.0,75.66,,,,,,56.01,39.21,52.96,Sweeper Keeper
1141,1311,Goalkeeper,LaLiga,S. Herrera,Osasuna,37,3330,0,0.0,0,0,0.0,0.0,0.03,2,39,0,5,0,13,1102,733,678,0,0,0,132.0,0.0,0.0,0,0.0,0.0,0.0,0.35,29.78,19.81,18.32,0.0,0.0,0.0,0.05,1.05,0.0,0.14,0.0,3.57,0.0,0.0,0.0,66.52,,,,,,78.22,54.76,84.32,Goalkeeper
1142,1312,Goalkeeper,LaLiga,A. Sivera,Deportivo Alavés,32,2812,0,0.0,0,0,0.0,0.0,0.1,2,38,0,6,0,12,894,457,747,0,0,1,76.0,0.0,0.0,0,0.0,0.0,0.0,0.38,28.61,14.63,23.91,0.0,0.0,0.03,0.06,1.22,0.0,0.19,0.0,2.43,0.0,0.0,0.0,51.12,,,,,,56.92,39.84,54.01,Goalkeeper
1144,1314,Goalkeeper,LaLiga,D. Soria,Getafe,38,3420,0,0.0,0,0,0.0,0.0,0.08,4,39,1,7,0,12,956,447,826,0,0,0,90.0,0.0,0.0,0,0.0,0.0,0.0,0.32,25.16,11.76,21.74,0.0,0.0,0.0,0.11,1.03,0.03,0.18,0.0,2.37,0.0,0.0,0.0,46.76,,,,,,55.02,38.51,50.52,Goalkeeper
1145,1315,Goalkeeper,LaLiga,Á. Remiro,Real Sociedad,38,3240,0,0.0,0,0,0.0,0.0,0.0,1,33,0,8,0,12,1176,847,545,0,0,1,88.0,0.0,0.0,0,0.0,0.0,0.0,0.33,32.67,23.53,15.14,0.0,0.0,0.03,0.03,0.92,0.0,0.22,0.0,2.44,0.0,0.0,0.0,72.02,,,,,,58.92,41.24,56.45,Sweeper Keeper
1146,1316,Goalkeeper,LaLiga,I. Peña,Elche,38,1395,0,0.0,0,0,0.0,0.0,0.0,0,27,0,1,0,1,550,482,111,0,0,0,36.0,0.0,0.0,0,0.0,0.0,0.0,0.06,35.48,31.1,7.16,0.0,0.0,0.0,0.0,1.74,0.0,0.06,0.0,2.32,0.0,0.0,0.0,87.64,,,,,,51.55,36.09,46.69,Sweeper Keeper
1147,1317,Goalkeeper,LaLiga,U. Simón,Athletic Club,25,1890,0,0.0,0,0,0.0,0.0,0.02,0,18,1,6,0,9,559,367,315,0,0,0,48.0,0.0,0.0,0,0.0,0.0,0.0,0.43,26.62,17.48,15.0,0.0,0.0,0.0,0.0,0.86,0.05,0.29,0.0,2.29,0.0,0.0,0.0,65.65,,,,,,59.04,41.33,56.79,Sweeper Keeper
1150,1320,Goalkeeper,LaLiga,A. Lunin,Real Madrid,36,630,1,0.0,0,0,0.0,0.0,0.0,1,8,0,2,0,4,171,145,52,0,1,1,13.0,0.0,0.14,1,0.14,0.0,0.0,0.57,24.43,20.71,7.43,0.0,0.14,0.14,0.14,1.14,0.0,0.29,0.0,1.86,0.0,0.0,0.0,84.8,,,,,,53.8,37.66,49.13,Sweeper Keeper
1152,1322,Goalkeeper,LaLiga,J. García,Barcelona,38,3420,0,1.0,1,0,0.07,0.07,0.02,0,39,0,23,0,28,1059,709,575,0,0,0,145.0,0.0,0.0,0,0.0,0.03,0.03,0.74,27.87,18.66,15.13,0.0,0.0,0.0,0.0,1.03,0.0,0.61,0.0,3.82,0.0,0.0,0.0,66.95,,,,,,92.68,64.88,97.91,Goalkeeper
1153,1323,Goalkeeper,LaLiga,D. Conde,Villarreal,33,1963,1,0.0,0,0,0.0,0.0,0.0,2,17,1,2,0,4,528,409,199,0,1,2,63.0,0.0,0.05,1,0.05,0.0,0.0,0.18,24.21,18.75,9.12,0.0,0.05,0.09,0.09,0.78,0.05,0.09,0.0,2.89,0.0,0.0,0.0,77.46,,,,,,66.41,46.49,67.25,Sweeper Keeper
1154,1324,Goalkeeper,LaLiga,D. Cárdenas,Rayo Vallecano,38,540,0,0.0,0,0,0.0,0.0,0.01,0,5,0,1,0,1,157,73,110,0,0,0,14.0,0.0,0.0,0,0.0,0.0,0.0,0.17,26.17,12.17,18.33,0.0,0.0,0.0,0.0,0.83,0.0,0.17,0.0,2.33,0.0,0.0,0.0,46.5,,,,,,54.25,37.98,50.17,Goalkeeper
1155,1325,Goalkeeper,LaLiga,J. Agirrezabala,Valencia,36,1207,0,0.0,0,0,0.0,0.0,0.0,0,11,0,5,0,6,356,231,194,0,0,0,25.0,0.0,0.0,0,0.0,0.0,0.0,0.45,26.55,17.22,14.47,0.0,0.0,0.0,0.0,0.82,0.0,0.37,0.0,1.86,0.0,0.0,0.0,64.89,,,,,,57.4,40.18,54.7,Sweeper Keeper
1157,1327,Goalkeeper,LaLiga,L. Júnior,Villarreal,37,1457,0,0.0,0,0,0.0,0.0,0.0,0,34,0,7,0,12,395,263,206,0,0,0,51.0,0.0,0.0,0,0.0,0.0,0.0,0.74,24.4,16.25,12.72,0.0,0.0,0.0,0.0,2.1,0.0,0.43,0.0,3.15,0.0,0.0,0.0,66.58,,,,,,83.28,58.29,89.2,Goalkeeper
1160,1330,Goalkeeper,LaLiga,L. Román,Mallorca,38,630,0,0.0,0,0,0.0,0.0,0.01,0,9,0,1,0,2,222,119,164,0,0,0,40.0,0.0,0.0,0,0.0,0.0,0.0,0.29,31.71,17.0,23.43,0.0,0.0,0.0,0.0,1.29,0.0,0.14,0.0,5.71,0.0,0.0,0.0,53.6,,,,,,84.32,59.02,91.29,Goalkeeper
1167,1337,Midfielder,LaLiga,Ó. Trejo,Rayo Vallecano,38,525,0,5.0,2,1,0.59,0.59,0.31,8,4,4,5,0,33,295,256,11,7,1,9,0.0,0.17,0.0,1,0.17,0.86,0.34,5.66,50.57,43.89,1.89,1.2,0.17,1.54,1.37,0.69,0.69,0.86,0.0,0.0,0.1,0.1,0.05,86.78,53.01,50.87,58.09,38.96,64.63,,52.68,47.79,Defensive Midfielder
1168,1338,Midfielder,LaLiga,D. Parejo,Villarreal,36,2277,3,14.0,4,3,2.5,1.48,1.9,52,36,24,25,3,121,1506,1340,144,37,2,23,0.0,0.12,0.12,6,0.24,0.55,0.16,4.78,59.53,52.96,5.69,1.46,0.08,0.91,2.06,1.42,0.95,0.99,0.12,0.0,0.1,0.06,0.07,88.98,43.69,39.24,77.74,67.01,56.29,,57.64,69.43,Defensive Midfielder
1169,1339,Midfielder,LaLiga,N. Gudelj,Sevilla,35,2495,1,23.0,6,1,1.62,0.83,0.93,42,91,27,46,5,108,1335,1181,112,31,0,14,0.0,0.04,0.04,2,0.07,0.83,0.22,3.9,48.16,42.6,4.04,1.12,0.0,0.51,1.52,3.28,0.97,1.66,0.18,0.0,0.06,0.03,0.03,88.46,36.91,19.1,71.18,66.49,54.18,,49.53,38.54,Defensive Midfielder
1170,1340,Midfielder,LaLiga,O. Romeu,Barcelona,30,1375,0,5.0,1,0,0.14,0.14,0.72,38,20,12,13,2,73,875,795,60,8,1,8,0.0,0.0,0.0,0,0.0,0.33,0.07,4.78,57.27,52.04,3.93,0.52,0.07,0.52,2.49,1.31,0.79,0.85,0.13,0.0,0.01,0.01,0.05,90.86,17.89,27.7,69.58,67.76,53.07,,48.51,33.48,Defensive Midfielder
1171,1341,Midfielder,LaLiga,Koke,Atlético Madrid,33,1927,1,11.0,4,1,1.09,1.09,2.21,46,28,20,9,4,79,1603,1429,121,22,2,16,0.0,0.05,0.05,2,0.09,0.51,0.19,3.69,74.87,66.74,5.65,1.03,0.09,0.75,2.15,1.31,0.93,0.42,0.19,0.0,0.05,0.05,0.1,89.15,32.63,43.35,75.74,66.4,27.02,,52.0,45.64,Defensive Midfielder
1172,1342,Midfielder,LaLiga,I. Ruiz de Galarreta,Athletic Club,27,1492,4,11.0,1,0,0.51,0.52,2.72,36,14,16,8,5,77,810,676,80,29,3,28,0.0,0.0,0.24,4,0.24,0.66,0.06,4.64,48.86,40.78,4.83,1.75,0.18,1.69,2.17,0.84,0.97,0.48,0.3,0.0,0.03,0.03,0.16,83.46,21.31,72.68,64.61,61.19,40.22,,55.79,60.39,Defensive Midfielder
1173,1343,Midfielder,LaLiga,Suso,Cádiz,30,599,2,16.0,4,0,0.74,0.74,1.29,10,2,4,2,6,42,318,269,24,59,3,22,0.0,0.0,0.3,2,0.3,2.4,0.6,6.31,47.78,40.42,3.61,8.86,0.45,3.31,1.5,0.3,0.6,0.3,0.9,0.0,0.11,0.11,0.19,84.59,65.34,90.26,77.33,34.0,55.03,,66.75,93.22,Attacking Midfielder
